defect_id,ITEMID,DEFECT_DESC,STATUS_CD,SEVERITY_CD,ENV_CD,ASSIGNED_TO,DETECTED_BY,DETECTED_DT
654515,274,Unable to Add a Tax fom for a Client via Services. Invalid Custome ID or Customer ID not Found in Index is thrown.,Open,Emergency,CCDEV1,360273,279020,07-SEP-13
654516,273,"Unable to create client with Erisa fields.It throws the validation as ""ERISA Plan Regulated is Mandatory when ERISA Plan Type is provided """,Pending,Emergency,CCDEV1,360273,273846,08-SEP-13
654517,272,"When a client with only non-CLT role is changed from DEA-ACT, Donot trade reason code is still ""not active""
It should be changed to ""non client role""",Ready-to-Retest,Emergency,CCDEV2,360273,221129,09-SEP-13
654518,271,"Issue 1:When modifying Erisa fields for approval scenario.it was updated directly.
 It should go for approval when modifying erisa fields.
 
Issue 2:The client is already have pending approval,when modifying Erisa fields for that client but its get updated directly.it is wrong.it should throw an validation.
 
User:U008881
Client id:0251798341
Trans id:7970066 
 ",Open,Low,CCDEV3,360273,273846,10-SEP-13
654519,195,"Unable to search the client , ",Fixed,Low,CCDEV4,360273,273846,11-SEP-13
582212,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582213,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582214,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582215,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582216,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582210,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582211,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582312,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582313,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582314,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582315,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582316,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582310,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582311,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
654520,194,"""CC-CIS request timed out. Please try again."" is displaying while performing merge transaction.",Deferred,Low,CCDEV5,360273,273993,12-SEP-13
654522,192,"The user Z245701, has update access,owner and view pi permission but this user is able to upload the template for deactivating a client.
 
It should throw ""You donot have permission to activate/deactivate clients"" Instead it shows ""Client is Active in CRI System"" in notification list
client: 0231840597 , trans id:11458471",Cannot Reproduce,Emergency,CCDEV7,360273,221129,13-SEP-13
654521,193,"If empty value is provided for the field “Date indicia of U.S. status for W-8 client cured” and if the value of “Indicia of U.S. status found for Form W-8 client during due diligence review” is provided as “C (Indicia Cured)”, then the entered value for “Date indicia of U.S. status for W-8 client cured” will be suppressed and defaulted with the system date.",Hold,High,CCDEV6,360273,279020,14-SEP-13
654523,277,The user permission for Erisa field is same as online for service.Please confirm with onsite.,Duplicate,Emergency,CCDEV4,360273,273846,25-JUL-13
654524,276,"When providing Erisa Plan Type is invalid values ,it throws the validation message as ""ERISA Plan Regulated is Mandatory when ERISA Plan Type is provided""It is wrong. ",Open,Emergency,CCDEV5,360273,273846,25-JUL-13
654525,275,"When a branch client under deactivated HO is changed from DEA-PRO via BEM, ""Failed.Invoking rules engine"" validation is shown in notification list
 
Whereas via online the status change was a success for the same client 
client id:0220473577
trans id:11458494
 ",Re-Open,Emergency,CCDEV1,360273,221129,25-JUL-13
582219,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582217,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582218,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582220,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582221,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582222,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582317,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
582318,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV6,360273,235234,24-JUL-13
582319,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV6,360273,221129,24-JUL-13
582320,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582321,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582322,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
654526,274,unwanted Alerts are displaying on submit of a tax form while creating the tax form with account name.,Open,Emergency,CCDEV2,360273,273993,25-JUL-13
654527,273,"Unable to perform any Transactions related to FATCA TAX Form Maintenance.
A Validation 'Functional ID is missing' is thrown.",Rejected,Emergency,CCDEV3,360273,279020,25-JUL-13
654528,272,"Unable to create tax form for PE lob.
 
""CC-20013 : Error while Updating the database: {0}: Can't find resource for bundle java.util.PropertyResourceBundle, key PE "" is displaying on submit.
 
able to create the tax form for other lob's",Open,Emergency,CCDEV4,360273,273993,27-JUL-13
654529,271,Tax forms are not propogating from NONSURVIVING to SURVIVING vis CIS INBOUND MERGE.,Open,Emergency,CCDEV5,360273,273993,27-JUL-13
654530,195,Script error is displayed when the subtype conversion from NON IND to INT is done along with ECC addition for a client which had EPT & ERF as N. ,Open,High,CCDEV1,360273,298950,27-JUL-13
654531,194,Unable to add ECC to a HO client. It throws script error,Open,Medium,CCDEV2,360273,298950,28-JUL-13
582225,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582223,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582224,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582226,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582227,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582228,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582230,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582325,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582323,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV6,360273,235234,24-JUL-13
582324,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV6,360273,221129,24-JUL-13
582326,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582327,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
582328,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV6,360273,235234,24-JUL-13
582330,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582337,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
582338,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV6,360273,235234,24-JUL-13
582339,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV6,360273,221129,24-JUL-13
582340,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582341,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582335,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582336,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
654532,193,Comparision popup screen is not displaying on submit while creating a tax form.,Open,Low,CCDEV3,360273,273993,27-JUL-13
654533,192,"when providing invalid values for the field EPT ,Erisa flag and ECC.first it throws the validation messgae as ""Ecc is invalid"".it is wrong it should through the validation as""EPT is invalid"".",Open,Emergency,CCDEV4,360273,273846,27-JUL-13
654534,280,"Reactivation of sanctioned client is successful
client id:0231840414 trans_id:11458593
 
Even via online reactivation is successful",Open,Emergency,CCDEV5,360273,221129,27-JUL-13
654535,279,"Isssue1:when providing special characters for short name other then CC  non allowable character.client get created.It is wrong it should throw an validation.
Issue2:The above issue is occuring in client modify also.",Open,High,CCDEV6,360273,273846,27-JUL-13
654536,278,There are no values for ECC in the downloaded code value reference sheet for NON IND client creation,Open,Medium,CCDEV7,360273,298950,27-JUL-13
654537,277,Unable to create NON IND/INT clients via OTS. There is no client created with the given OTS id.,Pending,Low,CCDEV3,360273,298950,27-JUL-13
654538,276,when the user close the comparision popup screen(not the close button) which is present at the top most right(X) then again if the user submit the transaction the screen remains as it is.nothing is happening.,Ready-to-Retest,Emergency,CCDEV4,360273,273993,27-JUL-13
582229,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582231,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582232,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582233,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582234,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582331,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582329,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV6,360273,221129,24-JUL-13
582332,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
582333,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV6,360273,235234,24-JUL-13
582334,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV6,360273,221129,24-JUL-13
582342,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
582345,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582346,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582347,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV6,360273,221129,24-JUL-13
582235,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582236,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582237,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582238,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582239,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582240,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582241,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582348,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV6,360273,235234,24-JUL-13
582349,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV6,360273,221129,24-JUL-13
582350,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV6,360273,221129,24-JUL-13
582351,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV6,360273,273846,24-JUL-13
582242,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582243,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582244,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582245,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582246,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582247,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582155,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582248,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582249,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582250,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
582251,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582252,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582253,194,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582255,192,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Open,High,CCDEV1,360273,221129,24-JUL-13
654461,194,"While creating a client via online, in ownership tab when the LOB is given as RET, orgcode as any CCR orgcode and searched, no search results found is displayed ",Open,Emergency,CCDEV1,360273,221129,10-JUL-13
654463,192,All the reports are in queue status for a very long time,Open,High,CCDEV3,360273,221129,12-JUL-13
654464,280,FATCA details can't be fetched when the 'Return Only FATCA Profile' is blank,Rejected,Medium,CCDEV4,360273,335208,13-JUL-13
654462,193,The new tag 'ReturnonlyFATCAprofile' is not existing in XSD,Re-Open,Emergency,CCDEV2,360273,335208,11-JUL-13
582156,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582157,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582158,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582159,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582254,195,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582256,193,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Open,High,CCDEV1,360273,273846,24-JUL-13
582257,194,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582258,195,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Open,Medium,CCDEV1,360273,235234,24-JUL-13
582259,192,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
654465,279,"Reports are not downloaded when file id is clicked. ""Internet explorer cannot display the page"" is shown",Open,Low,CCDEV5,360273,221129,15-JUL-13
654466,278,"""No search Results are found""is displaying when tried to link an account to a TaxForm ID in ""Tax form account linkage screen""",Closed,Emergency,CCDEV1,360273,335208,15-JUL-13
654467,277,"Unable to Create a Client via BEM.
""CC-50001 : Client Central has encountered an error. Please contact the System Administrator"" is thrown on Upload.",Closed,Emergency,CCDEV2,360273,279020,15-JUL-13
654468,276,"when creating client via ALD feed,it throws the script error.",Closed,Emergency,CCDEV3,360273,273846,15-JUL-13
654469,275,Unable to perform Transactions in Index ORM. “Sorry! Error Occured while Processing your request” is thrown.,Closed,Emergency,CCDEV4,360273,279020,15-JUL-13
654470,274,"The New fields added (1. Risk Rating Methodology ,2. System Source )are in different positions when compared to design document.
 ",Closed,Low,CCDEV5,360273,322253,15-JUL-13
654471,273,Search Screen is NOT poped up on Click of Search Icon next to ORG_CODE.,Closed,Low,CCDEV1,360273,279020,15-JUL-13
582160,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582161,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582162,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582163,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582164,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582165,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582166,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582260,193,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582261,194,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582262,195,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582263,192,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582264,193,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582265,194,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582266,195,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
654472,272,"In design document for search option 'NT1' Name,Tax Id,Country and City should be present but only Name,Tax Id and City is present .",Closed,Low,CCDEV2,360273,335208,15-JUL-13
654473,271,"For the user 'U008881' myworklist screen is not updated in dev2. The last transaction shown is  12-jul-13.
 
Unable to check LOB contact because of this issue
 ",Closed,High,CCDEV3,360273,221129,15-JUL-13
654474,195,Incorrect validation message is displayed - 'Please select an ERISA Contractual Capacity value for ERISa plan regulated' instead of 'ERISA Contractual Capacity is mandatory when ERISA Plan Regulated is Yes or Others”.(as specified in design doc),Pending,Emergency,CCDEV4,360273,298950,15-JUL-13
654475,194,'Client central encountered a fatal error' - is returned while trying to create a NON IND client without ECC after clearing out the EPT entered,Ready-to-Retest,Emergency,CCDEV5,360273,298950,15-JUL-13
654476,193,"Unable to create clients without ECC but with only EPT & ERF as N. Client central encountered a fatal error is returned. Hence, unable to proceed with the execution of 7220.",Closed,Emergency,CCDEV1,360273,298950,15-JUL-13
654477,192,"When a client is added as a child to another client in credit hierarchy, credit approval is triggered. The CRU of the child matches the LOB contact but it is not displayed in myworklist.",Fixed,Emergency,CCDEV2,360273,221129,15-JUL-13
654478,280,Script error thrown while trying to create an INT client using a user who does not have permission to create an INT client,Deferred,Emergency,CCDEV3,360273,298950,15-JUL-13
582169,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582170,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582171,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582172,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582167,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582168,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582267,192,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
582268,193,"""CB User is unable to provide the SPN on a CB client created having no SPN via Client View/Modify",Closed,Medium,CCDEV1,360273,235234,24-JUL-13
582269,194,"Brazil jurisdiction fields(Tax form info) when added along with other fields for a CB client goes for approval when added via services and when tax form type is given, ""tax form type invalid"" is thrown 
",Deferred,Low,CCDEV1,360273,221129,24-JUL-13
582270,195,"Client Search is taking too long (More than 5 min) and leads to internal server error, when searching with client id
",Closed,High,CCDEV1,360273,221129,24-JUL-13
582271,192,"Creating CB client  using only CB only user ,SPN indicator is Enabled which is incorrect.It should be disable.
User:E022289",Closed,High,CCDEV1,360273,273846,24-JUL-13
582272,193,"Even after giving modify jurisdiction(BR) permission to CB user(D454479), It says “You do not have permission to add or modify brazil jurisdiction ”. ",Rejected,Low,CCDEV1,360273,221129,24-JUL-13
654479,279,"When two credit clients(CB) are merged, credit approval is triggered and CRU of remaining client matches the LOB contact list but it is not displayed in myworklist screen. Transid:11457488",Hold,Emergency,CCDEV4,360273,221129,15-JUL-13
654480,278,"Unable to enter EPT & ECC for IAF clients using TS user - U851443
",Cannot Reproduce,Emergency,CCDEV5,360273,298950,15-JUL-13
654481,280,"A mandatory validation is not thrown to enter ERF when EPT alone is entered while creating an INT client. Also, a blank entry is made in for ECC in CLIENT_AUX_INFO table. Refer clt oid - 0251798072
",Duplicate,Emergency,CCDEV1,360273,298950,15-JUL-13
654482,279,"Unable to create an INT LE client with INTC alias via online since the entity category, ots status, bank type and other int clt attributes dropdowns are populated as blank
",Open,High,CCDEV2,360273,298950,19-JUL-13
654483,278,"A mandatory validation is not thrown to enter ECC when EPT  is entered and ERF as Yes while creating an INT client. Also, a blank entry is made in for ECC in CLIENT_AUX_INFO table. Refer clt oid - 0251798076
",Re-Open,Medium,CCDEV1,360273,298950,20-JUL-13
